ID;Математика;Информатика;Русский;Физика;Сумма баллов;Бюджет/платное;Укажите средний балл аттестата о среднем полном общем образовании (за 11 класс).;Оценка по математике:;Оценка по информатике:;Оценка по физике:;Населенный пункт;Школа;Принимали ли Вы участие в олимпиадах по математике или информатике за период с 8 класса по настоящее время?;Количество олимпиад;Количество олимпиад математика;Количество олимпиадинформатика;Количество олимпиадфизика;Если принимали, то укажите информацию об этих олимпиадах:;Отметьте факты, которые отражают Вашу подготовку для поступления в ВУЗ: / обучение в общеобразовательной школе;Отметьте факты, которые отражают Вашу подготовку для поступления в ВУЗ: / обучение в физико-математической школе;Отметьте факты, которые отражают Вашу подготовку для поступления в ВУЗ: / обучение в математическом классе (физико-математическом классе);Отметьте факты, которые отражают Вашу подготовку для поступления в ВУЗ: / обучение в ЗЕНШ СФУ (НГУ, ТГУ и т.д.);Отметьте факты, которые отражают Вашу подготовку для поступления в ВУЗ: / занятия в математическом кружке;Отметьте факты, которые отражают Вашу подготовку для поступления в ВУЗ: / обучение на дополнительных курсах по подготовке к ЕГЭ;Отметьте факты, которые отражают Вашу подготовку для поступления в ВУЗ: / занятия с репетитором;В какие вузы (не более трёх) Вы планировали поступать?;Какие направления были приоритетными при поступлении в вуз?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1376762761;68;80;78;;226;бюджет;5;5;5;5;Красноярский, край, г. Красноярск;;Нет;0;0;0;0;;обучение в общеобразовательной школе;;обучение в математическом классе (физико-математическом классе);;;;;СФУ;Математика, информатика;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1386882051;70;70;80;;220;бюджет;4,7;5;5;4;Красноярский, край, г. Бородино;;Нет;0;0;0;0;;обучение в общеобразовательной школе;;;;;;;ИРГУПС, СФУ,  АГУ;Прикладная информатика в дизайне, математика и компьютерные науки;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1386881692;78;80;82;;240;бюджет;3,875;3;5;3;Челябинская, обл, г. Златоуст;;Нет;0;0;0;0;;обучение в общеобразовательной школе;;;;;обучение на дополнительных курсах по подготовке к ЕГЭ;;СФУ, УрФУ;Программная инженерия, компьютерная безопасность;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1386854586;74;75;64;;213;бюджет;4.5;4;5;4;Красноярский, край, г. Уяр;;Нет;0;0;0;0;;обучение в общеобразовательной школе;;;;;;;СФУ,СибГУ им.Решетнева;В основном туда где преобладала математика;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1386808145;50;55;84;;189;бюджет;4,6;50;55;0;Кемеровская, обл, г. Междуреченск;;Нет;0;0;0;0;;обучение в общеобразовательной школе;;;;;обучение на дополнительных курсах по подготовке к ЕГЭ;;Сфу, нгту, сибгути;Математика;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1379112147;70;50;61;;181;бюджет;4.8;5;5;4;Красноярский, край, пгт. Нижний Ингаш;;Нет;0;0;0;0;;обучение в общеобразовательной школе;;;;;;занятия с репетитором;Сфу,Сибгу,КГПУ;Информатика;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1376767943;72;80;72;;224;бюджет;4,7;5;5;5;Красноярский, край, г. Кодинск;;Да;10;3;3;4;"Региональная олимпиада по физике, участник._x000D_
Районная олимпиада по информатике, призёр._x000D_
Районная олимпиада по математике, участник.Региональная олимпиада по физике, участник._x000D_
Районная олимпиада по информатике, призёр._x000D_
Районная олимпиада по математике, участник.";обучение в общеобразовательной школе;;;;;;;СФУ;Математика и компьютерные науки, программная инженерия.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1376765697;68;75;71;;214;бюджет;4.7;5;5;4;Красноярский, край, г. Красноярск;;Нет;0;0;0;0;;обучение в общеобразовательной школе;;;;;;;ТГУ, СФУ, СибГУ;Математика и Компьютерные науки;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1376761963;82;93;82;;257;бюджет;5;5;5;5;Красноярский, край, с. Озерное;;Да;9;5;4;0;Физтех Математика_x000D_ ВСОШ Информатика ВСОШ Математика;обучение в общеобразовательной школе;;;обучение в ЗЕНШ СФУ (НГУ, ТГУ и т.д.);;;;"СФУ_x000D_
НГУСФУ_x000D_
НГУ";Математика, Математика и компьютерные науки;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1378851782;80;89;87;;256;бюджет;4,5;5;5;4;Красноярский, край, г. Красноярск;;Да;3;3;0;0;Какая-то районная или городская олимпиада математика победитель, Наше наследие всероссийская история участник;обучение в общеобразовательной школе;;;;;;;КГПУ им. В.П. Астафьева, СибГУ, СФУ;Юриспруденция, Перевод и переводоведение;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1376994198;80;75;96;;251;бюджет;5.0;5;5;5;Красноярский, край, г. Красноярск;;Да;1;0;1;0;Краевая сетевая олимпиада по информатике 2020 - 2 место;;;обучение в математическом классе (физико-математическом классе);;;;;ИМиФИ, ИКИТ, СибГУ им. Решетнева;Математика и компьютерные науки, прикладная математика и информатика, информационные системы и технологии, программная инженерия, прикладная информатика;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1376886503;78;72;80;;230;бюджет;4.9;5;5;5;Омская область, г. Омск;;Да;1;1;0;0;???;обучение в общеобразовательной школе;;;;;обучение на дополнительных курсах по подготовке к ЕГЭ;;УрФУ, НГУ, ТПУ;Математика, математика и компьютерные науки;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1376886377;78;-;76;83;237;бюджет;5;5;5;5;Красноярский, край, с. Богучаны;;Да;18;9;0;9;ВСоШ по физике (лауреат/призер 7ого или 8ого класса на Региональном этапе) , математике, химии, литературе - победитель районного этапа. Региональный этап без результатно. Период 8-10 классы;обучение в общеобразовательной школе;;;;занятия в математическом кружке;обучение на дополнительных курсах по подготовке к ЕГЭ;;"ИКИТ_x000D_
НГУ (физфак) _x000D_
ТГУ (физика и радиоэлектроника)ИКИТ_x000D_
НГУ (физфак) _x000D_
ТГУ (физика и радиоэлектроника)ИКИТ_x000D_
НГУ (физфак) _x000D_
ТГУ (физика и радиоэлектроника)ИКИТ_x000D_
НГУ (физфак) _x000D_
ТГУ (физика и радиоэлектроника)ИКИТ_x000D_
НГУ (физфак) _x000D_
ТГУ (физика и радиоэлектроника)ИКИТ_x000D_
НГУ (физфак) _x000D_
ТГУ (физика и радиоэлектроника)";Физика и радиоэлектроника, нанотехнологии и микросистемная техника, инноватика, системный анализ и управление, математика и компьютерные науки, прикладная информатика, нефтегазовое дело.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1376879872;68;60;69;;197;бюджет;4,7;4;4;5;Красноярский, край, г. Красноярск;;Нет;0;0;0;0;;обучение в общеобразовательной школе;;обучение в математическом классе (физико-математическом классе);;;обучение на дополнительных курсах по подготовке к ЕГЭ;;СФУ, СибГУ, КГПУ;Математика и компьютерные науки, прикладная математика и информатика;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1376877702;80;53;92;;225;бюджет;5;5;5;5;Республика Хакасия, г. Саяногорск;;Да;1;1;0;0;??;;;;;;обучение на дополнительных курсах по подготовке к ЕГЭ;;Только СФУ;МКН, ПМИ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1376906362;70;58;86;;214;бюджет;4,6;4;5;4;Кемеровская, обл, пгт. Тисуль;;Нет;0;0;0;0;;;;обучение в математическом классе (физико-математическом классе);;;;;Сибирский федеральный университет, Кемеровский государственный университет, Кемеровский политех;Математика и компьютерные науки, прикладная математика;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1386807697;80;-;78;87;245;бюджет;4,5;4;5;4;Красноярский, край, г. Красноярск;;Нет;0;0;0;0;;обучение в общеобразовательной школе;обучение в физико-математической школе;;;;обучение на дополнительных курсах по подготовке к ЕГЭ;;Я вообще сдохнуть хотел;Математика;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1378739026;70;68;66;;204;бюджет;4,2;4;5;4;Красноярский, край, г. Шарыпово;;Да;1;0;1;1;Школа программиста региональная информатика участник;обучение в общеобразовательной школе;;;;;;занятия с репетитором;СибГУ, СФУ.;ГИ, ИМИФИ.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1391160781;40;46;57;;143;платное;4,7;5;5;5;Амурская область, с. Чергали;;Нет;0;0;0;0;;;;;;;обучение на дополнительных курсах по подготовке к ЕГЭ;занятия с репетитором;МТУСИ,ДВФУ;ПМИ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1390952167;74;78;91;;243;бюджет;5;5;5;5;Красноярский, край, г. Красноярск;;Да;2;1;1;0;Школа программиста региональная информатика участник;обучение в физико-математической школе;;;;;;занятия с репетитором;ИТМО, СпбПУ, СФУ;ИКИТ, ИМИФИ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1388420090;52;59;61;;172;платное;4.0;3;4;4;Республика Хакасия, г. Абакан;;Нет;0;0;0;0;;обучение в общеобразовательной школе;;;;;;;СФУ, СибГУ;Прикладная математика и информатика, иноватика;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1387221496;68;65;78;;211;бюджет;4;4;4;4;Республика Саха (Якутия), пгт. Жатай ;;Нет;0;0;0;0;;обучение в общеобразовательной школе;;;;;обучение на дополнительных курсах по подготовке к ЕГЭ;занятия с репетитором;КФУ;Программная инженерия, прикладная информатика и математика, прикладная информатика;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1376784993;78;80;96;;254;бюджет;5;5;5;5;Красноярский край, г. Минусинск;;Да;13;7;6;0;ВСОШ по информатике муниципальный этап участник, ВСОШ по математике муниципальный этап призёр (8-9 класс), ВСОШ по математике региональный этап участник (9 класс);обучение в общеобразовательной школе;;;;;обучение на дополнительных курсах по подготовке к ЕГЭ;занятия с репетитором;Политех Петра Великого, Новосибирский государственный университет, Томский политехнический университет;Прикладная математика и информатика, математика и компьютерные науки, математика и механика, программная инженерия;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1376784289;76;67;80;;223;бюджет;4.2;4;5;4;Республика Хакасия, г. Абакан;;Нет;0;0;0;0;;обучение в общеобразовательной школе;;обучение в математическом классе (физико-математическом классе);;;обучение на дополнительных курсах по подготовке к ЕГЭ;;Новосибирский государственный технический университет, Томский политехнический университет, Сибирский федеральный университет;Прикладная математика и информатика, Информатика и вычислительная техника, Программная инженерия;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1376775691;66;72;87;;225;бюджет;4.7;4;5;4;Иркутская область, г. Иркутск;;Нет;0;0;0;0;;;обучение в физико-математической школе;;;;обучение на дополнительных курсах по подготовке к ЕГЭ;занятия с репетитором;сфу, игу, ирниту;математика, информатика;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1376775218;72;68;80;;220;бюджет;5,0;5;5;5;Свердловская область, г. Первоуральск;;Нет;0;0;0;0;;обучение в общеобразовательной школе;;;;;;;КГУ, СФУ;Прикладная математика и информатика;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1376772960;85;90;82;;0;бюджет;5;5;5;5;Красноярский край, п. Абан;;Нет;0;0;0;0;;обучение в общеобразовательной школе;;обучение в математическом классе (физико-математическом классе);;;обучение на дополнительных курсах по подготовке к ЕГЭ;;"калининградский пограничный институт ФСБ России_x000D_
_x000D_
академия ракетных войск стратегического назначения им. Петра великогокалининградский пограничный институт ФСБ России_x000D_
_x000D_
академия ракетных войск стратегического назначения им. Петра великогокалининградский пограничный институт ФСБ России_x000D_
_x000D_
академия ракетных войск стратегического назначения им. Петра великого";применение и эксплуатация автоматизированных систем специального назначения;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1386808536;70;72;65;;207;бюджет;5;5;5;5;Республика Бурятия, г. Улан-Удэ;;Да;18;9;9;0;Всероссийская олимпиада школьников региональная математика, информатика участник с 9-11 классы;;;обучение в математическом классе (физико-математическом классе);;;обучение на дополнительных курсах по подготовке к ЕГЭ;;СФУ, НГУ, ЮФУ;Прикладная математика и информатика;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1377119206;70;70;89;;229;бюджет;5;5;5;5;Кемеровская  обл, пгт Итатский;;Нет;0;0;0;0;;обучение в общеобразовательной школе;;;;;;;СФУ;математика, информационная безопасность, прикладная математика и информатика;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1377013717;100;100;100;;300;бюджет;5,0;5;5;5;Красноярский край, г. Сосновоборск;;Да;10;8;2;0;"ВСОШ школьная математика участник_x000D_
Физтех всероссийская математика участник_x000D_
Высшая проба всероссийская математика участник_x000D_
Ломоносов всероссийская математика участник_x000D_
Всесибирская олимпиада школьников всероссийская математика участник_x000D_
Зимняя олимпиада КЛШ городская математика/информатика/физика участник_x000D_
САММАТ всероссийская математика участник_x000D_
Бельчонок всероссийская математика участникВСОШ школьная математика участник_x000D_
Физтех всероссийская математика участник_x000D_
Высшая проба всероссийская математика участник_x000D_
Ломоносов всероссийская математика участник_x000D_
Всесибирская олимпиада школьников всероссийская математика участник_x000D_
Зимняя олимпиада КЛШ городская математика/информатика/физика участник_x000D_
САММАТ всероссийская математика участник_x000D_
Бельчонок всероссийская математика участникВСОШ школьная математика участник_x000D_
Физтех всероссийская математика участник_x000D_
Высшая проба всероссийская математика участник_x000D_
Ломоносов всероссийская математика участник_x000D_
Всесибирская олимпиада школьников всероссийская математика участник_x000D_
Зимняя олимпиада КЛШ городская математика/информатика/физика участник_x000D_
САММАТ всероссийская математика участник_x000D_
Бельчонок всероссийская математика участникВСОШ школьная математика участник_x000D_
Физтех всероссийская математика участник_x000D_
Высшая проба всероссийская математика участник_x000D_
Ломоносов всероссийская математика участник_x000D_
Всесибирская олимпиада школьников всероссийская математика участник_x000D_
Зимняя олимпиада КЛШ городская математика/информатика/физика участник_x000D_
САММАТ всероссийская математика участник_x000D_
Бельчонок всероссийская математика участникВСОШ школьная математика участник_x000D_
Физтех всероссийская математика участник_x000D_
Высшая проба всероссийская математика участник_x000D_
Ломоносов всероссийская математика участник_x000D_
Всесибирская олимпиада школьников всероссийская математика участник_x000D_
Зимняя олимпиада КЛШ городская математика/информатика/физика участник_x000D_
САММАТ всероссийская математика участник_x000D_
Бельчонок всероссийская математика участникВСОШ школьная математика участник_x000D_
Физтех всероссийская математика участник_x000D_
Высшая проба всероссийская математика участник_x000D_
Ломоносов всероссийская математика участник_x000D_
Всесибирская олимпиада школьников всероссийская математика участник_x000D_
Зимняя олимпиада КЛШ городская математика/информатика/физика участник_x000D_
САММАТ всероссийская математика участник_x000D_
Бельчонок всероссийская математика участникВСОШ школьная математика участник_x000D_
Физтех всероссийская математика участник_x000D_
Высшая проба всероссийская математика участник_x000D_
Ломоносов всероссийская математика участник_x000D_
Всесибирская олимпиада школьников всероссийская математика участник_x000D_
Зимняя олимпиада КЛШ городская математика/информатика/физика участник_x000D_
САММАТ всероссийская математика участник_x000D_
Бельчонок всероссийская математика участник";;обучение в физико-математической школе;обучение в математическом классе (физико-математическом классе);;занятия в математическом кружке;обучение на дополнительных курсах по подготовке к ЕГЭ;;СФУ;Прикладная математика и информатика, Прикладная математика;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1376958752;80;90;97;;267;бюджет;4,8;5;5;4;Красноярский, край, г. Красноярск;;Да;1;1;0;0;?;обучение в общеобразовательной школе;обучение в физико-математической школе;обучение в математическом классе (физико-математическом классе);;;;;ВШЭ, Бауманка, НГУ;Бизнес-информатика, Прикладная математика и информатика;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
